S_INFO_WINDCODE,S_INFO_NAME,S_INFO_LISTDATE,S_INFO_DELISTDATE,code
601881.SH,中国银河,20170123,,601881
601882.SH,海天精工,20161107,,601882
601886.SH,江河集团,20110818,,601886
601888.SH,中国中免,20091015,,601888
601890.SH,亚星锚链,20101228,,601890
601898.SH,中煤能源,20080201,,601898
601899.SH,紫金矿业,20080425,,601899
601900.SH,南方传媒,20160215,,601900
601901.SH,方正证券,20110810,,601901
601908.SH,京 运 通,20110908,,601908
601916.SH,浙商银行,20191126,,601916
601918.SH,新集能源,20071219,,601918
601919.SH,中远海控,20070626,,601919
601921.SH,浙版传媒,20210723,,601921
601928.SH,凤凰传媒,20111130,,601928
601929.SH,吉视传媒,20120223,,601929
601933.SH,永辉超市,20101215,,601933
601939.SH,建设银行,20070925,,601939
601949.SH,中国出版,20170821,,601949
601952.SH,苏垦农发,20170515,,601952
601956.SH,东贝集团,20201225,,601956
601958.SH,金钼股份,20080417,,601958
601963.SH,重庆银行,20210205,,601963
601965.SH,中国汽研,20120611,,601965
601966.SH,玲珑轮胎,20160706,,601966
601968.SH,宝钢包装,20150611,,601968
601969.SH,海南矿业,20141209,,601969
601975.SH,招商南油,20190108,,601975
601985.SH,中国核电,20150610,,601985
601988.SH,中国银行,20060705,,601988
601989.SH,中国重工,20091216,,601989
601990.SH,南京证券,20180613,,601990
601991.SH,大唐发电,20061220,,601991
601992.SH,金隅集团,20110301,,601992
601995.SH,中金公司,20201102,,601995
601996.SH,丰林集团,20110929,,601996
601997.SH,贵阳银行,20160816,,601997
601998.SH,中信银行,20070427,,601998
601999.SH,出版传媒,20071221,,601999
603000.SH,人 民 网,20120427,,603000
603001.SH,奥康国际,20120426,,603001
603002.SH,宏昌电子,20120518,,603002
603003.SH,龙宇燃油,20120817,,603003
603005.SH,晶方科技,20140210,,603005
603006.SH,联明股份,20140630,,603006
603007.SH,ST 花 王,20160826,,603007
603008.SH,喜 临 门,20120717,,603008
603009.SH,北特科技,20140718,,603009
603010.SH,万盛股份,20141010,,603010
603011.SH,合锻智能,20141107,,603011
603012.SH,创力集团,20150320,,603012
603013.SH,亚普股份,20180509,,603013
603015.SH,弘讯科技,20150303,,603015
603016.SH,新 宏 泰,20160701,,603016
603017.SH,中衡设计,20141231,,603017
603018.SH,华设集团,20141013,,603018
603019.SH,中科曙光,20141106,,603019
603020.SH,爱普股份,20150325,,603020
603021.SH,山东华鹏,20150423,,603021
603022.SH,新 通 联,20150518,,603022
603023.SH,威帝股份,20150527,,603023
603025.SH,大豪科技,20150422,,603025
603026.SH,胜华新材,20150529,,603026
603027.SH,千禾味业,20160307,,603027
603028.SH,赛 福 天,20160331,,603028
603029.SH,天鹅股份,20160427,,603029
603030.SH,全筑股份,20150320,,603030
603031.SH,安孚科技,20160822,,603031
603032.SH,德新科技,20170105,,603032
603033.SH,三维股份,20161207,,603033
603035.SH,常熟汽饰,20170105,,603035
603036.SH,如通股份,20161209,,603036
603037.SH,凯众股份,20170120,,603037
603038.SH,华立股份,20170116,,603038
603039.SH,ST 泛 微,20170113,,603039
603040.SH,新 坐 标,20170209,,603040
603041.SH,美 思 德,20170330,,603041
603042.SH,华脉科技,20170602,,603042
603043.SH,广州酒家,20170627,,603043
603045.SH,福达合金,20180517,,603045
603048.SH,浙江黎明,20211116,,603048
603050.SH,科林电气,20170414,,603050
603051.SH,鹿山新材,20220325,,603051
603052.SH,可川科技,20221011,,603052
603053.SH,成都燃气,20191217,,603053
603055.SH,台华新材,20170921,,603055
603056.SH,德邦股份,20180116,,603056
603057.SH,紫燕食品,20220926,,603057
603058.SH,永吉股份,20161223,,603058
603059.SH,倍 加 洁,20180302,,603059
603060.SH,国检集团,20161109,,603060
603063.SH,禾望电气,20170728,,603063
603066.SH,音飞储存,20150611,,603066
603067.SH,振华股份,20160913,,603067
603068.SH,博通集成,20190415,,603068
603069.SH,海汽集团,20160712,,603069
603070.SH,万控智造,20220310,,603070
603071.SH,物产环能,20211216,,603071
603076.SH,乐惠国际,20171113,,603076
603077.SH,和邦生物,20120731,,603077
603078.SH,江 化 微,20170410,,603078
603079.SH,圣达生物,20170823,,603079
603080.SH,新疆火炬,20180103,,603080
603081.SH,大丰实业,20170420,,603081
603083.SH,剑桥科技,20171110,,603083
603085.SH,天成自控,20150630,,603085
603086.SH,先达股份,20170511,,603086
603087.SH,甘李药业,20200629,,603087
603088.SH,宁波精达,20141111,,603088
603089.SH,正裕工业,20170126,,603089
603090.SH,宏盛股份,20160831,,603090
603093.SH,南华期货,20190830,,603093
603095.SH,越剑智能,20200415,,603095
603096.SH,新 经 典,20170425,,603096
603097.SH,江苏华辰,20220512,,603097
603098.SH,森特股份,20161216,,603098
603099.SH,长 白 山,20140822,,603099
603100.SH,川仪股份,20140805,,603100
603101.SH,汇嘉时代,20160506,,603101
603102.SH,百合股份,20220125,,603102
603103.SH,横店影视,20171012,,603103
603105.SH,芯能科技,20180709,,603105
603106.SH,恒银科技,20170920,,603106
603108.SH,润达医疗,20150527,,603108
603109.SH,神驰机电,20191231,,603109
603110.SH,东方材料,20171013,,603110
603111.SH,康尼机电,20140801,,603111
603112.SH,华翔股份,20200917,,603112
603113.SH,金能科技,20170511,,603113
603115.SH,海星股份,20190809,,603115
603116.SH,红 蜻 蜓,20150629,,603116
603117.SH,ST 万 林,20150629,,603117
603118.SH,共进股份,20150225,,603118
603121.SH,华培动力,20190111,,603121
603122.SH,合富中国,20220216,,603122
603123.SH,翠微股份,20120503,,603123
603126.SH,中材节能,20140731,,603126
603127.SH,昭衍新药,20170825,,603127
603128.SH,华贸物流,20120529,,603128
603129.SH,春风动力,20170818,,603129
603130.SH,云 中 马,20221118,,603130
603131.SH,上海沪工,20160607,,603131
603132.SH,金徽股份,20220222,,603132
603133.SH,碳元科技,20170320,,603133
603136.SH,天 目 湖,20170927,,603136
603138.SH,海量数据,20170306,,603138
603139.SH,康惠制药,20170421,,603139
603150.SH,万朗磁塑,20220124,,603150
603151.SH,邦基科技,20221019,,603151
603155.SH,新 亚 强,20200901,,603155
603156.SH,养元饮品,20180212,,603156
603157.SH,退市拉夏,20170925,20220524.0,603157
603158.SH,腾龙股份,20150320,,603158
603159.SH,上海亚虹,20160812,,603159
603160.SH,汇顶科技,20161017,,603160
603161.SH,科华控股,20180105,,603161
603163.SH,圣晖集成,20221013,,603163
603165.SH,荣晟环保,20170117,,603165
603166.SH,福达股份,20141127,,603166
603167.SH,渤海轮渡,20120906,,603167
603168.SH,莎普爱思,20140702,,603168
603169.SH,兰石重装,20141009,,603169
603170.SH,宝立食品,20220715,,603170
603171.SH,税友股份,20210630,,603171
603176.SH,汇通集团,20211231,,603176
603177.SH,德创环保,20170207,,603177
603178.SH,圣龙股份,20170328,,603178
603179.SH,新泉股份,20170317,,603179
603180.SH,金牌厨柜,20170512,,603180
603181.SH,皇马科技,20170824,,603181
603182.SH,嘉华股份,20220909,,603182
603183.SH,建 研 院,20170905,,603183
603185.SH,上机数控,20181228,,603185
603186.SH,华正新材,20170103,,603186
603187.SH,海容冷链,20181129,,603187
603188.SH,亚邦股份,20140909,,603188
603189.SH,网达软件,20160914,,603189
603191.SH,望变电气,20220428,,603191
603192.SH,汇得科技,20180828,,603192
603195.SH,公牛集团,20200206,,603195
603196.SH,日播时尚,20170531,,603196
603197.SH,保隆科技,20170519,,603197
603198.SH,迎驾贡酒,20150528,,603198
603199.SH,九华旅游,20150326,,603199
603200.SH,上海洗霸,20170601,,603200
603201.SH,常润股份,20220729,,603201
603203.SH,快克股份,20161108,,603203
603206.SH,嘉环科技,20220506,,603206
603208.SH,江山欧派,20170210,,603208
603209.SH,兴通股份,20220324,,603209
603211.SH,晋拓股份,20220725,,603211
603212.SH,赛伍技术,20200430,,603212
603213.SH,镇洋发展,20211111,,603213
603214.SH,爱 婴 室,20180330,,603214
603215.SH,比依股份,20220218,,603215
603216.SH,梦天家居,20211215,,603216
603217.SH,元利科技,20190620,,603217
603218.SH,日月股份,20161228,,603218
603219.SH,富佳股份,20211122,,603219
603220.SH,中贝通信,20181115,,603220
603221.SH,爱丽家居,20200323,,603221
603222.SH,济民医疗,20150217,,603222
603223.SH,恒通股份,20150630,,603223
603225.SH,新 凤 鸣,20170418,,603225
603226.SH,菲林格尔,20170615,,603226
603227.SH,雪峰科技,20150515,,603227
603228.SH,景旺电子,20170106,,603228
603229.SH,奥翔药业,20170509,,603229
603230.SH,内蒙新华,20211224,,603230
603232.SH,格尔软件,20170421,,603232
603233.SH,大 参 林,20170731,,603233
603235.SH,天新药业,20220712,,603235
603236.SH,移远通信,20190716,,603236
603237.SH,五 芳 斋,20220831,,603237
603238.SH,诺邦股份,20170222,,603238
603239.SH,浙江仙通,20161230,,603239
603255.SH,鼎 际 得,20220818,,603255
603256.SH,宏和科技,20190719,,603256
603258.SH,电魂网络,20161026,,603258
603259.SH,药明康德,20180508,,603259
603260.SH,合盛硅业,20171030,,603260
603261.SH,立航科技,20220315,,603261
603266.SH,天龙股份,20170110,,603266
603267.SH,鸿远电子,20190515,,603267
603268.SH,松发股份,20150319,,603268
603269.SH,海鸥股份,20170517,,603269
603272.SH,联翔股份,20220520,,603272
603277.SH,银都股份,20170911,,603277
603278.SH,大业股份,20171113,,603278
603279.SH,景津装备,20190729,,603279
603280.SH,南方路机,20221108,,603280
603283.SH,赛腾股份,20171225,,603283
603286.SH,日盈电子,20170627,,603286
603288.SH,海天味业,20140211,,603288
603289.SH,泰瑞机器,20171031,,603289
603290.SH,斯达半导,20200204,,603290
603297.SH,永新光学,20180910,,603297
603298.SH,杭叉集团,20161227,,603298
603299.SH,苏盐井神,20151231,,603299
603300.SH,华铁应急,20150529,,603300
603301.SH,振德医疗,20180412,,603301
603303.SH,得邦照明,20170330,,603303
603305.SH,旭升集团,20170710,,603305
603306.SH,华懋科技,20140926,,603306
603308.SH,应流股份,20140122,,603308
603309.SH,维力医疗,20150302,,603309
603311.SH,金海高科,20150518,,603311
603313.SH,梦 百 合,20161013,,603313
603315.SH,福鞍股份,20150424,,603315
603316.SH,诚邦股份,20170619,,603316
603317.SH,天味食品,20190416,,603317
603318.SH,水发燃气,20150424,,603318
603319.SH,湘 油 泵,20161130,,603319
603320.SH,迪贝电气,20170502,,603320
603321.SH,梅轮电梯,20170915,,603321
603322.SH,超讯通信,20160728,,603322
603323.SH,苏农银行,20161129,,603323
603324.SH,盛剑环境,20210407,,603324
603326.SH,我乐家居,20170616,,603326
603327.SH,福蓉科技,20190523,,603327
603328.SH,依顿电子,20140701,,603328
603329.SH,上海雅仕,20171229,,603329
603330.SH,天洋新材,20170213,,603330
603331.SH,百达精工,20170705,,603331
603332.SH,苏州龙杰,20190117,,603332
603333.SH,尚纬股份,20120507,,603333
603335.SH,迪 生 力,20170620,,603335
603336.SH,宏辉果蔬,20161124,,603336
603337.SH,杰克股份,20170119,,603337
603338.SH,浙江鼎力,20150325,,603338
603339.SH,四方科技,20160519,,603339
603345.SH,安井食品,20170222,,603345
603348.SH,文灿股份,20180426,,603348
603351.SH,威尔药业,20190130,,603351
603353.SH,和顺石油,20200407,,603353
603355.SH,莱克电气,20150513,,603355
603356.SH,华菱精工,20180124,,603356
603357.SH,设计总院,20170801,,603357
603358.SH,华达科技,20170125,,603358
603359.SH,东珠生态,20170901,,603359
603360.SH,百傲化学,20170206,,603360
603363.SH,傲农生物,20170926,,603363
603365.SH,水星家纺,20171120,,603365
603366.SH,日出东方,20120521,,603366
603367.SH,辰欣药业,20170929,,603367
603368.SH,柳药集团,20141204,,603368
603369.SH,今 世 缘,20140703,,603369
603377.SH,东方时尚,20160205,,603377
603378.SH,亚士创能,20170928,,603378
603379.SH,三美股份,20190402,,603379
603380.SH,易 德 龙,20170622,,603380
603383.SH,顶点软件,20170522,,603383
603385.SH,惠达卫浴,20170405,,603385
603386.SH,骏亚科技,20170912,,603386
603387.SH,基蛋生物,20170717,,603387
603388.SH,元成股份,20170324,,603388
603389.SH,亚振家居,20161215,,603389
603390.SH,通达电气,20191125,,603390
603392.SH,万泰生物,20200429,,603392
603393.SH,新天然气,20160912,,603393
603396.SH,金辰股份,20171018,,603396
603398.SH,沐邦高科,20151209,,603398
603399.SH,吉翔股份,20120824,,603399
603408.SH,建霖家居,20200730,,603408
603416.SH,信捷电气,20161221,,603416
603421.SH,鼎信通讯,20161011,,603421
603429.SH,集友股份,20170124,,603429
603439.SH,贵州三力,20200428,,603439
603444.SH,吉 比 特,20170104,,603444
603456.SH,九洲药业,20141010,,603456
603458.SH,勘设股份,20170809,,603458
603466.SH,风 语 筑,20171020,,603466
603477.SH,巨星农牧,20171218,,603477
603486.SH,科 沃 斯,20180528,,603486
603488.SH,展鹏科技,20170516,,603488
603489.SH,八方股份,20191111,,603489
603496.SH,恒为科技,20170607,,603496
603499.SH,翔港科技,20171016,,603499
603500.SH,祥和实业,20170904,,603500
603501.SH,韦尔股份,20170504,,603501
603505.SH,金石资源,20170503,,603505
603506.SH,南都物业,20180201,,603506
603507.SH,振江股份,20171106,,603507
603508.SH,思维列控,20151224,,603508
603511.SH,爱慕股份,20210531,,603511
603515.SH,欧普照明,20160819,,603515
603516.SH,淳中科技,20180202,,603516
603517.SH,绝味食品,20170317,,603517
603518.SH,锦泓集团,20141203,,603518
603519.SH,立霸股份,20150319,,603519
603520.SH,司 太 立,20160309,,603520
603527.SH,众源新材,20170907,,603527
603528.SH,多伦科技,20160503,,603528
603529.SH,爱玛科技,20210615,,603529
603530.SH,神马电力,20190805,,603530
603533.SH,掌阅科技,20170921,,603533
603535.SH,嘉诚国际,20170808,,603535
603536.SH,惠发食品,20170613,,603536
603538.SH,美 诺 华,20170407,,603538
603551.SH,奥普家居,20200115,,603551
603555.SH,贵 人 鸟,20140124,,603555
603556.SH,海兴电力,20161110,,603556
603557.SH,ST 起 步,20170818,,603557
603558.SH,健盛集团,20150127,,603558
603559.SH,中通国脉,20161202,,603559
603565.SH,中谷物流,20200925,,603565
603566.SH,普 莱 柯,20150518,,603566
603567.SH,珍 宝 岛,20150424,,603567
603568.SH,伟明环保,20150528,,603568
603569.SH,长久物流,20160810,,603569
603577.SH,汇 金 通,20161222,,603577
603578.SH,三星新材,20170306,,603578
603579.SH,荣泰健康,20170111,,603579
603580.SH,艾艾精工,20170525,,603580
603583.SH,捷昌驱动,20180921,,603583
603585.SH,苏利股份,20161214,,603585
603586.SH,金 麒 麟,20170406,,603586
603587.SH,地素时尚,20180622,,603587
603588.SH,高能环境,20141229,,603588
603589.SH,口 子 窖,20150629,,603589
603590.SH,康辰药业,20180827,,603590
603595.SH,东尼电子,20170712,,603595
603596.SH,伯 特 利,20180427,,603596
603598.SH,引力传媒,20150527,,603598
603599.SH,广信股份,20150513,,603599
603600.SH,永艺股份,20150123,,603600
603601.SH,再升科技,20150122,,603601
603602.SH,纵横通信,20170810,,603602
603603.SH,*ST 博天,20170217,,603603
603605.SH,珀 莱 雅,20171115,,603605
603606.SH,东方电缆,20141015,,603606
603607.SH,京华激光,20171025,,603607
603608.SH,天创时尚,20160218,,603608
603609.SH,禾丰股份,20140808,,603609
603610.SH,麒盛科技,20191029,,603610
603611.SH,诺力股份,20150128,,603611
603612.SH,索通发展,20170718,,603612
603613.SH,国联股份,20190730,,603613
603615.SH,茶花股份,20170213,,603615
603616.SH,韩建河山,20150611,,603616
603617.SH,君禾股份,20170703,,603617
603618.SH,杭电股份,20150217,,603618
603619.SH,中曼石油,20171117,,603619
603626.SH,科森科技,20170209,,603626
603628.SH,清源股份,20170112,,603628
603629.SH,利通电子,20181224,,603629
603630.SH,拉芳家化,20170313,,603630
603633.SH,徕木股份,20161117,,603633
603636.SH,南威软件,20141230,,603636
603637.SH,镇海股份,20170208,,603637
603638.SH,艾迪精密,20170120,,603638
603639.SH,海 利 尔,20170112,,603639
603648.SH,畅联股份,20170913,,603648
603650.SH,彤程新材,20180627,,603650
603655.SH,朗博科技,20171229,,603655
603656.SH,泰禾智能,20170321,,603656
603657.SH,春光科技,20180730,,603657
603658.SH,安图生物,20160901,,603658
603659.SH,璞 泰 来,20171103,,603659
603660.SH,苏州科达,20161201,,603660
603661.SH,恒林股份,20171121,,603661
603662.SH,柯力传感,20190806,,603662
603663.SH,三祥新材,20160801,,603663
603665.SH,康 隆 达,20170313,,603665
603666.SH,亿 嘉 和,20180612,,603666
603667.SH,五洲新春,20161025,,603667
603668.SH,天马科技,20170117,,603668
603669.SH,灵康药业,20150528,,603669
603676.SH,卫 信 康,20170721,,603676
603677.SH,奇精机械,20170206,,603677
603678.SH,火炬电子,20150126,,603678
603679.SH,华体科技,20170621,,603679
603680.SH,今创集团,20180227,,603680
603681.SH,永冠新材,20190326,,603681
603682.SH,锦和商管,20200421,,603682
603683.SH,晶华新材,20171020,,603683
603685.SH,晨丰科技,20171127,,603685
603686.SH,福 龙 马,20150126,,603686
603687.SH,大 胜 达,20190726,,603687
603688.SH,石英股份,20141031,,603688
603689.SH,皖天然气,20170110,,603689
603690.SH,至纯科技,20170113,,603690
603693.SH,江苏新能,20180703,,603693
603696.SH,安记食品,20151209,,603696
603697.SH,有友食品,20190508,,603697
603698.SH,航天工程,20150128,,603698
603699.SH,纽威股份,20140117,,603699
603700.SH,宁水集团,20190122,,603700
603701.SH,德宏股份,20160412,,603701
603703.SH,盛洋科技,20150423,,603703
603706.SH,东方环宇,20180709,,603706
603707.SH,健友股份,20170719,,603707
603708.SH,家 家 悦,20161213,,603708
603709.SH,中源家居,20180208,,603709
603711.SH,香 飘 飘,20171130,,603711
603712.SH,七 一 二,20180226,,603712
603713.SH,密尔克卫,20180713,,603713
603716.SH,塞力医疗,20161031,,603716
603717.SH,天域生态,20170327,,603717
603718.SH,海利生物,20150515,,603718
603719.SH,良品铺子,20200224,,603719
603721.SH,中广天择,20170811,,603721
603722.SH,阿 科 力,20171025,,603722
603725.SH,天安新材,20170906,,603725
603726.SH,朗迪集团,20160421,,603726
603727.SH,博 迈 科,20161122,,603727
603728.SH,鸣志电器,20170509,,603728
603729.SH,龙韵股份,20150324,,603729
603730.SH,岱美股份,20170728,,603730
603733.SH,仙鹤股份,20180420,,603733
603737.SH,三 棵 树,20160603,,603737
603738.SH,泰晶科技,20160928,,603738
603739.SH,蔚蓝生物,20190116,,603739
603755.SH,日辰股份,20190828,,603755
603757.SH,大元泵业,20170711,,603757
603758.SH,秦安股份,20170517,,603758
603759.SH,海天股份,20210326,,603759
603766.SH,隆鑫通用,20120810,,603766
603767.SH,中马传动,20170613,,603767
603768.SH,常青股份,20170324,,603768
603773.SH,沃格光电,20180417,,603773
603776.SH,永 安 行,20170817,,603776
603777.SH,来 伊 份,20161012,,603777
603778.SH,乾景园林,20151231,,603778
603779.SH,威龙股份,20160516,,603779
603786.SH,科 博 达,20191015,,603786
603787.SH,新日股份,20170427,,603787
603788.SH,宁波高发,20150120,,603788
603789.SH,星光农机,20150427,,603789
603790.SH,雅运股份,20180912,,603790
603797.SH,联泰环保,20170413,,603797
603798.SH,康 普 顿,20160406,,603798
603799.SH,华友钴业,20150129,,603799
603800.SH,道森股份,20151210,,603800
603801.SH,志邦家居,20170630,,603801
603803.SH,瑞斯康达,20170420,,603803
603806.SH,福 斯 特,20140905,,603806
603808.SH,歌 力 思,20150422,,603808
603809.SH,豪能股份,20171128,,603809
603810.SH,丰山集团,20180917,,603810
603811.SH,诚意药业,20170315,,603811
603813.SH,原尚股份,20170918,,603813
603815.SH,交建股份,20191021,,603815
603816.SH,顾家家居,20161014,,603816
603817.SH,海峡环保,20170220,,603817
603818.SH,曲美家居,20150422,,603818
603819.SH,神力股份,20161125,,603819
603822.SH,嘉澳环保,20160428,,603822
603823.SH,百 合 花,20161220,,603823
603825.SH,华扬联众,20170802,,603825
603826.SH,坤彩科技,20170414,,603826
603828.SH,柯 利 达,20150226,,603828
603829.SH,洛凯股份,20171017,,603829
603833.SH,欧派家居,20170328,,603833
603836.SH,海程邦达,20210526,,603836
603838.SH,四通股份,20150701,,603838
603839.SH,安正时尚,20170214,,603839
603843.SH,正平股份,20160905,,603843
603848.SH,好 太 太,20171201,,603848
603855.SH,华荣股份,20170524,,603855
603856.SH,东宏股份,20171106,,603856
603858.SH,步长制药,20161118,,603858
603859.SH,能科科技,20161021,,603859
603860.SH,中公高科,20170802,,603860
603861.SH,白云电器,20160322,,603861
603863.SH,松炀资源,20190621,,603863
603866.SH,桃李面包,20151222,,603866
603867.SH,新化股份,20190627,,603867
603868.SH,飞科电器,20160418,,603868
603869.SH,新智认知,20150326,,603869
603871.SH,嘉友国际,20180206,,603871
603876.SH,鼎胜新材,20180418,,603876
603877.SH,太 平 鸟,20170109,,603877
603878.SH,武进不锈,20161219,,603878
603879.SH,永悦科技,20170614,,603879
603880.SH,南卫股份,20170807,,603880
603881.SH,数 据 港,20170208,,603881
603882.SH,金域医学,20170908,,603882
603883.SH,老 百 姓,20150423,,603883
603885.SH,吉祥航空,20150527,,603885
603886.SH,元祖股份,20161228,,603886
603887.SH,城地香江,20161010,,603887
603888.SH,新 华 网,20161028,,603888
603889.SH,新澳股份,20141231,,603889
603890.SH,春秋电子,20171212,,603890
603893.SH,瑞 芯 微,20200207,,603893
603895.SH,天永智能,20180122,,603895
603896.SH,寿 仙 谷,20170510,,603896
603897.SH,长城科技,20180410,,603897
603898.SH,好 莱 客,20150217,,603898
603899.SH,晨光股份,20150127,,603899
603900.SH,莱绅通灵,20161123,,603900
603901.SH,永创智能,20150529,,603901
603903.SH,中持股份,20170314,,603903
603906.SH,龙蟠科技,20170410,,603906
603908.SH,牧 高 笛,20170307,,603908
603909.SH,建发合诚,20160628,,603909
603912.SH,佳 力 图,20171101,,603912
603915.SH,国茂股份,20190614,,603915
603916.SH,苏 博 特,20171110,,603916
603917.SH,合力科技,20171204,,603917
603918.SH,金桥信息,20150528,,603918
603919.SH,金 徽 酒,20160310,,603919
603920.SH,世运电路,20170426,,603920
603922.SH,金 鸿 顺,20171023,,603922
603926.SH,铁流股份,20170510,,603926
603927.SH,中 科 软,20190909,,603927
603928.SH,兴业股份,20161212,,603928
603929.SH,亚翔集成,20161230,,603929
603931.SH,格 林 达,20200819,,603931
603933.SH,睿能科技,20170706,,603933
603936.SH,博敏电子,20151209,,603936
603937.SH,丽岛新材,20171102,,603937
603938.SH,三孚股份,20170628,,603938
603939.SH,益丰药房,20150217,,603939
603948.SH,建业股份,20200302,,603948
603949.SH,雪龙集团,20200310,,603949
603950.SH,长源东谷,20200526,,603950
603955.SH,大千生态,20170310,,603955
603956.SH,威 派 格,20190222,,603956
603958.SH,哈森股份,20160629,,603958
603959.SH,百利科技,20160517,,603959
603960.SH,克来机电,20170314,,603960
603963.SH,大理药业,20170922,,603963
603966.SH,法兰泰克,20170125,,603966
603967.SH,中创物流,20190429,,603967
603968.SH,醋化股份,20150518,,603968
603969.SH,银龙股份,20150227,,603969
603970.SH,中农立华,20171116,,603970
603976.SH,正川股份,20170822,,603976
603977.SH,国泰集团,20161111,,603977
603978.SH,深圳新星,20170807,,603978
603979.SH,金 诚 信,20150630,,603979
603980.SH,吉华集团,20170615,,603980
603982.SH,泉峰汽车,20190522,,603982
603983.SH,丸美股份,20190725,,603983
603985.SH,恒润股份,20170505,,603985
603986.SH,兆易创新,20160818,,603986
603987.SH,康 德 莱,20161121,,603987
603988.SH,中电电机,20141104,,603988
603989.SH,艾华集团,20150515,,603989
603990.SH,麦迪科技,20161208,,603990
603991.SH,至正股份,20170308,,603991
603992.SH,松霖科技,20190826,,603992
603993.SH,洛阳钼业,20121009,,603993
603995.SH,甬金股份,20191224,,603995
603996.SH,退市中新,20151222,20220524.0,603996
603997.SH,继峰股份,20150302,,603997
603998.SH,方盛制药,20141205,,603998
603999.SH,读者传媒,20151210,,603999
605001.SH,威奥股份,20200522,,605001
605003.SH,众望布艺,20200908,,605003
605005.SH,合兴股份,20210119,,605005
605006.SH,山东玻纤,20200903,,605006
605007.SH,五洲特纸,20201110,,605007
605008.SH,长鸿高科,20200821,,605008
605009.SH,豪悦护理,20200911,,605009
605011.SH,杭州热电,20210630,,605011
605016.SH,百龙创园,20210421,,605016
605018.SH,长华集团,20200929,,605018
605020.SH,永和股份,20210709,,605020
605028.SH,世茂能源,20210712,,605028
605033.SH,美邦股份,20210916,,605033
605050.SH,福 然 德,20200924,,605050
605055.SH,迎丰股份,20210129,,605055
605056.SH,咸亨国际,20210720,,605056
605058.SH,澳弘电子,20201021,,605058
605060.SH,联德股份,20210301,,605060
605066.SH,天正电气,20200807,,605066
605068.SH,明新旭腾,20201123,,605068
605069.SH,正和生态,20210816,,605069
605077.SH,华康股份,20210209,,605077
605080.SH,浙江自然,20210506,,605080
605081.SH,太 和 水,20210209,,605081
605086.SH,龙高股份,20210416,,605086
605088.SH,冠盛股份,20200817,,605088
605089.SH,味 知 香,20210427,,605089
605090.SH,九丰能源,20210525,,605090
605098.SH,行动教育,20210421,,605098
605099.SH,共创草坪,20200930,,605099
605100.SH,华丰股份,20200811,,605100
605108.SH,同 庆 楼,20200716,,605108
605111.SH,新 洁 能,20200928,,605111
605116.SH,奥 锐 特,20200921,,605116
605117.SH,德业股份,20210420,,605117
605118.SH,力鼎光电,20200730,,605118
605122.SH,四方新材,20210310,,605122
605123.SH,派克新材,20200825,,605123
605128.SH,上海沿浦,20200915,,605128
605133.SH,嵘泰股份,20210224,,605133
605136.SH,丽人丽妆,20200929,,605136
605138.SH,盛泰集团,20211027,,605138
605151.SH,西 上 海,20201215,,605151
605155.SH,西 大 门,20201231,,605155
605158.SH,华达新材,20200805,,605158
605162.SH,新 中 港,20210707,,605162
605166.SH,聚 合 顺,20200618,,605166
605167.SH,利 柏 特,20210726,,605167
605168.SH,三 人 行,20200528,,605168
605169.SH,洪通燃气,20201030,,605169
605177.SH,东亚药业,20201125,,605177
605178.SH,时空科技,20200821,,605178
605179.SH,一鸣食品,20201228,,605179
605180.SH,华生科技,20210430,,605180
605183.SH,确成股份,20201207,,605183
605186.SH,健麾信息,20201222,,605186
605188.SH,国光连锁,20200728,,605188
605189.SH,富春染织,20210528,,605189
605196.SH,华通线缆,20210511,,605196
605198.SH,安 德 利,20200918,,605198
605199.SH,葫 芦 娃,20200710,,605199
605208.SH,永 茂 泰,20210308,,605208
605218.SH,伟时电子,20200928,,605218
605222.SH,起帆电缆,20200731,,605222
605228.SH,神通科技,20210120,,605228
605255.SH,天普股份,20200825,,605255
605258.SH,协和电子,20201203,,605258
605259.SH,绿田机械,20210615,,605259
605266.SH,健 之 佳,20201201,,605266
605268.SH,王力安防,20210224,,605268
605277.SH,新亚电子,20210106,,605277
605286.SH,同力日升,20210322,,605286
605287.SH,德才股份,20210706,,605287
605288.SH,凯迪股份,20200601,,605288
605289.SH,罗曼股份,20210426,,605289
605296.SH,神农集团,20210528,,605296
605298.SH,必得科技,20210301,,605298
605299.SH,舒华体育,20201215,,605299
605300.SH,佳禾食品,20210430,,605300
605303.SH,园林股份,20210301,,605303
605305.SH,中际联合,20210506,,605305
605318.SH,法 狮 龙,20200803,,605318
605319.SH,无锡振华,20210607,,605319
605333.SH,沪光股份,20200818,,605333
605336.SH,帅丰电器,20201019,,605336
605337.SH,李 子 园,20210208,,605337
605338.SH,巴比食品,20201012,,605338
605339.SH,南侨食品,20210518,,605339
605358.SH,立 昂 微,20200911,,605358
605365.SH,立 达 信,20210720,,605365
605366.SH,宏柏新材,20200812,,605366
605368.SH,蓝天燃气,20210129,,605368
605369.SH,拱东医疗,20200916,,605369
605376.SH,博迁新材,20201208,,605376
605377.SH,华旺科技,20201228,,605377
605378.SH,野马电池,20210412,,605378
605388.SH,均瑶健康,20200818,,605388
605389.SH,长龄液压,20210322,,605389
605398.SH,新炬网络,20210121,,605398
605399.SH,晨光新材,20200804,,605399
605488.SH,福莱新材,20210513,,605488
